Rows,Id,Flag0,IsLocal,IsWeaponLocal,Unknown0,Flag3,Text,Flag5,Flag6,MainHandAlias_StatsKey,OffHandAlias_StatsKey,Flag7,Unknown1,Unknown2,Key0,Flag8,Flag9
63,chaos_damage_+%,True,False,False,1,False,Chaos Damage +%,False,False,-1,-1,True,-1059988617,[],1,0,False
64,global_minimum_added_chaos_damage,False,False,False,3,False,Minimum Added Chaos Damage,False,False,-1,-1,True,2045769627,[],18374403900871474942,0,False
65,global_maximum_added_chaos_damage,False,False,False,3,False,Maximum Added Chaos Damage,False,False,-1,-1,True,237208908,[],18374403900871474942,0,False
66,attack_minimum_added_chaos_damage,True,False,False,3,False,Minimum Added Chaos Damage,False,False,-1,-1,True,-1824954379,[],18374403900871474942,0,False
67,attack_maximum_added_chaos_damage,True,False,False,3,False,Maximum Added Chaos Damage,False,False,-1,-1,True,813475924,[],18374403900871474942,0,False
68,local_minimum_added_chaos_damage,False,True,True,3,False,Local Minimum Added Chaos Damage,False,False,809,831,False,-1616765083,[],18374403900871474942,0,False
69,local_maximum_added_chaos_damage,False,True,True,3,False,Local Maximum Added Chaos Damage,False,False,810,832,False,1788772063,[],18374403900871474942,0,False
70,attack_speed_+%,True,False,False,1,False,Attack Speed +%,False,False,-1,-1,True,1067510423,[],3,0,False
71,local_attack_speed_+%,False,True,True,1,False,Local Attack Speed +%,False,False,811,833,False,-475973045,[],18374403900871474942,0,False
72,melee_attack_speed_+%,False,False,False,1,False,Melee Attack Speed,False,False,-1,-1,False,392499720,[],3,0,False
73,attack_speed_while_dual_wielding_+%,False,False,False,1,False,Attack Speed while Dual Wielding,False,False,-1,-1,False,-355434507,[],3,0,False
74,axe_attack_speed_+%,False,False,False,1,False,Attack Speed with Axes,False,False,-1,-1,False,-179890266,[],3,0,False
75,staff_attack_speed_+%,False,False,False,1,False,Attack Speed with Staves,False,False,-1,-1,False,-519117186,[],3,0,False
76,claw_attack_speed_+%,False,False,False,1,False,Attack Speed with Claws,False,False,-1,-1,False,10516126,[],3,0,False
77,dagger_attack_speed_+%,False,False,False,1,False,Attack Speed with Daggers,False,False,-1,-1,False,-56067023,[],3,0,False
78,mace_attack_speed_+%,False,False,False,1,False,Attack Speed with Maces,False,False,-1,-1,False,1792355518,[],3,0,False
79,bow_attack_speed_+%,False,False,False,1,False,Attack Speed with Bows,False,False,-1,-1,False,910131726,[],3,0,False
80,sword_attack_speed_+%,False,False,False,1,False,Attack Speed with Swords,False,False,-1,-1,False,1781295952,[],3,0,False
81,wand_attack_speed_+%,False,False,False,1,False,Attack Speed with Wands,False,False,-1,-1,False,-1558902215,[],3,0,False
82,shield_attack_speed_+%,False,False,False,1,False,Attack Speed with Shields,False,False,-1,-1,False,1314749611,[],18374403900871474942,0,False
83,accuracy_rating,False,False,False,3,False,Accuracy Rating,False,False,-1,-1,True,552754587,[],5,0,False
84,accuracy_rating_+%,True,False,False,1,False,Accuracy Rating +%,False,False,-1,-1,True,-253919695,[],5,0,False
85,accuracy_rating_while_dual_wielding_+%,False,False,False,1,False,Accuracy Rating while Dual Wielding +%,False,False,-1,-1,False,1669799203,[],5,0,False
86,axe_accuracy_rating_+%,False,False,False,1,False,Accuracy Rating with Axes,False,False,-1,-1,False,-2030619774,[],5,0,False
87,staff_accuracy_rating_+%,False,False,False,1,False,Accuracy Rating with Staves,False,False,-1,-1,False,1527831504,[],5,0,False
88,claw_accuracy_rating_+%,False,False,False,1,False,Accuracy Rating with Claws,False,False,-1,-1,False,-258291915,[],5,0,False
89,dagger_accuracy_rating_+%,False,False,False,1,False,Accuracy Rating with Daggers,False,False,-1,-1,False,176779968,[],5,0,False
90,mace_accuracy_rating_+%,False,False,False,1,False,Accuracy Rating with Maces,False,False,-1,-1,False,1593823747,[],5,0,False
91,bow_accuracy_rating_+%,False,False,False,1,False,Accuracy Rating with Bows,False,False,-1,-1,False,-224481941,[],5,0,False
92,sword_accuracy_rating_+%,False,False,False,1,False,Accuracy Rating with Swords,False,False,-1,-1,False,814552329,[],5,0,False
93,wand_accuracy_rating_+%,False,False,False,1,False,Accuracy Rating with Wands,False,False,-1,-1,False,362619878,[],5,0,False
94,poison_on_critical_strike_with_dagger,False,False,False,4,False,Poisons on Critical Strike with Dagger,False,False,-1,-1,False,-2101553279,[],18374403900871474942,0,False
95,base_critical_strike_multiplier_+,True,False,False,3,False,Base Critical Strike Multiplier +%,False,False,-1,-1,True,-1317475609,[],4,0,False
96,critical_strike_multiplier_with_dagger_+,False,False,False,3,False,Critical Strike Multiplier,False,False,-1,-1,False,1100330652,[],4,0,False
97,base_self_critical_strike_multiplier_-%,True,False,False,3,False,Critical Strike Multiplier,False,False,-1,-1,True,-805995854,[],4,0,False
98,self_critical_strike_multiplier_-%_per_endurance_charge,True,False,False,3,False,Enemy Critical Strike Damage Multiplier reduction per Endurance Charge,False,False,-1,-1,True,921275512,[],18374403900871474942,0,False
99,old_do_not_use_local_life_leech_from_physical_damage_%,False,True,True,1,False,,False,False,812,834,False,1356529756,[],18374403900871474942,0,False
100,old_do_not_use_local_mana_leech_from_physical_damage_%,False,True,True,1,False,,False,False,813,835,False,-1508612598,[],18374403900871474942,0,False
101,old_do_not_use_life_leech_from_physical_damage_%,True,False,False,1,False,Life Leech From Physical Damage %,False,False,-1,-1,True,-658495328,[],18374403900871474942,0,False
102,old_do_not_use_mana_leech_from_physical_damage_%,False,False,False,1,False,Mana Leech From Physical Damage %,False,False,-1,-1,False,-1511982752,[],18374403900871474942,0,False
103,old_do_not_use_life_leech_from_physical_damage_with_claw_%,True,False,False,1,False,,False,False,-1,-1,False,-531704569,[],18374403900871474942,0,False
104,base_life_gained_on_enemy_death,True,False,False,3,False,Base Life Gained On Enemy Death,False,False,-1,-1,False,1419928513,[],18,0,False
105,life_leech_from_any_damage_permyriad,True,False,False,1,False,Life Leech from any Damage,False,False,-1,-1,True,1404752895,[],18374403900871474942,0,False
106,mana_leech_from_any_damage_permyriad,True,False,False,1,False,Mana Leech from any Damage,False,False,-1,-1,True,1884462265,[],18374403900871474942,0,False
107,base_mana_gained_on_enemy_death,True,False,False,3,False,Base Mana Gained On Enemy Death,False,False,-1,-1,False,1022478200,[],18,0,False
108,base_stun_threshold_reduction_+%,True,False,False,1,False,Base Stun Threshold Reduction +%,False,False,-1,-1,True,-1258661407,[],6,0,False
109,while_using_mace_stun_threshold_reduction_+%,False,False,False,1,False,,False,False,-1,-1,False,1181384114,[],6,0,False
110,global_knockback,True,False,False,4,False,Knockback,False,False,-1,-1,True,-2022599767,[],18374403900871474942,0,False
111,knockback_with_bow,False,False,False,4,False,Knockback with Bows,False,False,-1,-1,False,-2117692951,[],18374403900871474942,0,False
112,knockback_with_staff,False,False,False,4,False,Knockback with Staves,False,False,-1,-1,False,-238813423,[],18374403900871474942,0,False
113,knockback_with_wand,False,False,False,4,False,Knockback with Wands,False,False,-1,-1,False,1429571840,[],18374403900871474942,0,False
114,local_knockback,False,True,True,4,False,Knockback,False,False,814,836,False,-357369588,[],18374403900871474942,0,False
115,maximum_physical_damage_reduction_%,True,False,False,1,False,,False,False,-1,-1,False,-1587306982,[],18374403900871474942,0,False
116,base_physical_damage_reduction_rating,True,False,False,3,False,Base Physical Damage Reduction Rating,False,False,-1,-1,True,1686922486,[],9,0,False
117,physical_damage_reduction_rating_+%,True,False,False,1,False,Physical Damage Reduction Rating +%,False,False,-1,-1,True,-1026676306,[],9,0,False
118,local_physical_damage_reduction_rating_+%,True,True,False,1,False,Local Physical Damage Reduction Rating +%,False,False,-1,-1,False,-1603633950,[],18374403900871474942,0,False
119,base_evasion_rating,True,False,False,3,False,Base Evasion Rating,False,False,-1,-1,True,1457140832,[],9,0,False
120,evasion_rating_+%,True,False,False,1,False,Global Evasion Rating +%,False,False,-1,-1,False,-413400759,[],9,0,False
121,local_evasion_rating_+%,True,True,False,1,False,Local Evasion Rating +%,False,False,-1,-1,False,-1035225865,[],18374403900871474942,0,False
122,evasion_rating_+%_per_frenzy_charge,True,False,False,1,False,Evasion Rating increase per Frenzy Charge,False,False,-1,-1,True,222133344,[],9,0,False
123,base_maximum_life,False,False,False,3,False,Base Maximum Life,False,False,-1,-1,False,-412812923,[],7,0,False
124,maximum_life_+%,True,False,False,1,False,Maximum Life +%,False,False,-1,-1,False,-1447371539,[],7,0,False
125,base_life_regeneration_rate_per_minute,True,False,False,3,False,Life Regeneration Rate per Minute,False,False,-1,-1,True,-82636098,[],18374403900871474942,0,False
126,life_regeneration_rate_per_minute_%_per_endurance_charge,True,False,False,3,False,Life Regeneration Rate per Endurance Charge,False,False,-1,-1,True,724137496,[],7,0,False
127,base_maximum_mana,False,False,False,3,False,Base Maximum Mana,False,False,-1,-1,False,33179562,[],8,0,False
128,maximum_mana_+%,False,False,False,1,False,Maximum Mana +%,False,False,-1,-1,False,-2079668835,[],8,0,False
129,mana_regeneration_rate_per_minute_%,False,False,False,1,False,Mana Regeneration Rate per Minute,False,False,-1,-1,False,2009634733,[],18374403900871474942,0,False
130,mana_regeneration_rate_+%,False,False,False,1,False,Mana Regeneration Rate +%,False,False,-1,-1,False,915714296,[],8,0,False
131,base_mana_regeneration_rate_per_minute,True,False,False,3,False,Mana Regeneration Rate per Minute,False,False,-1,-1,True,2136732448,[],8,0,False
132,mana_regeneration_rate_per_minute_%_per_power_charge,True,False,False,1,False,Mana Regeneration Rate per Power Charge,False,False,-1,-1,True,9809668,[],18374403900871474942,0,False
133,base_maximum_energy_shield,True,False,False,3,False,Base Maximum Energy Shield,False,False,-1,-1,True,168289692,[],9,0,False
134,maximum_energy_shield_+%,True,False,False,1,False,Global Maximum Energy Shield +%,False,False,-1,-1,False,-1070560918,[],9,0,False
135,local_energy_shield,True,True,False,3,False,Local Energy Shield,False,False,-1,-1,False,-1349965577,[],18374403900871474942,0,False
136,local_energy_shield_+%,True,True,False,1,False,Local Energy Shield +%,False,False,-1,-1,False,-1850804368,[],18374403900871474942,0,False
137,energy_shield_recharge_rate_per_minute_%,False,False,False,1,False,,False,False,-1,-1,False,2065299120,[],9,0,False
138,energy_shield_recharge_rate_+%,True,False,False,1,False,,False,False,-1,-1,True,1767848875,[],9,0,False
139,energy_shield_delay_-%,False,False,False,1,False,Energy Shield Delay Recovery Increase,True,False,-1,-1,True,-1660464583,[],9,0,False
140,cannot_be_damaged,True,False,False,4,False,Cannot be Damaged,True,False,-1,-1,True,1015988110,[],18374403900871474942,0,False
141,base_resist_all_elements_%,True,False,False,1,False,Resist all Elements,False,False,-1,-1,True,-1468713837,[],10,0,False
142,resist_all_elements_%_per_endurance_charge,True,False,False,1,False,Additional Elemental Resistance per Endurance Charge,False,False,-1,-1,True,282544527,[],18374403900871474942,0,False
143,maximum_fire_damage_resistance_%,True,False,False,5,False,,False,True,-1,-1,True,-2026582005,[],18374403900871474942,0,False
144,base_fire_damage_resistance_%,True,False,False,1,False,Base Fire Damage Resistance %,False,False,-1,-1,True,2039518076,[],10,0,False
145,maximum_cold_damage_resistance_%,True,False,False,5,False,,False,True,-1,-1,True,-1821887250,[],18374403900871474942,0,False
146,base_cold_damage_resistance_%,True,False,False,1,False,Base Cold Damage Resistance %,False,False,-1,-1,True,1746311514,[],10,0,False
147,maximum_lightning_damage_resistance_%,True,False,False,5,False,,False,True,-1,-1,True,1048775403,[],18374403900871474942,0,False
148,base_lightning_damage_resistance_%,True,False,False,1,False,Base Lightning Damage Resistance %,False,False,-1,-1,True,1417405558,[],10,0,False
149,maximum_chaos_damage_resistance_%,True,False,False,5,False,,False,True,-1,-1,False,1091960713,[],18374403900871474942,0,False
150,base_chaos_damage_resistance_%,True,False,False,1,False,Base Chaos Damage Resistance %,False,False,-1,-1,True,1674290768,[],10,0,False
151,base_item_found_quantity_+%,False,False,False,1,False,Increased Item Quantity %,False,False,-1,-1,False,1682723695,[],18374403900871474942,0,False
152,chest_item_quantity_+%,True,False,False,1,False,,False,False,-1,-1,False,-509838990,[],18374403900871474942,0,False
153,base_item_found_rarity_+%,False,False,False,1,False,Base Item Found Rarity +%,False,False,-1,-1,False,812113821,[],18374403900871474942,0,False
154,chest_item_rarity_+%,True,False,False,1,False,,False,False,-1,-1,False,1234110117,[],18374403900871474942,0,False
155,item_found_quality_+%,True,False,False,1,False,,False,False,-1,-1,False,-335246044,[],18374403900871474942,0,False
156,item_found_relevancy_+%,True,False,False,1,False,,False,False,-1,-1,False,987729910,[],18374403900871474942,0,False
157,experience_gain_+%,True,False,False,1,False,Experience Gain increase,False,False,-1,-1,True,-713730371,[],18374403900871474942,0,False
158,experience_loss_on_death_-%,True,False,False,1,False,Experience Loss on Death,False,False,-1,-1,False,-1657161374,[],18374403900871474942,0,False
159,minion_maximum_life_+%,True,False,False,1,False,Minion Life Increase,False,False,-1,-1,True,-1990946027,[],12,0,False
160,base_spectre_maximum_life_+%,False,False,False,1,False,Spectre Life Increase,False,False,-1,-1,False,317122428,[],18374403900871474942,0,False
161,base_zombie_maximum_life_+%,False,False,False,1,False,Zombie Life Increase,False,False,-1,-1,False,-695246821,[],18374403900871474942,0,False
162,base_fire_elemental_maximum_life_+%,False,False,False,1,False,Fire Elemental Life Increase,False,False,-1,-1,False,917421567,[],18374403900871474942,0,False
163,base_raven_maximum_life_+%,False,False,False,1,False,Raven Life Increase,False,False,-1,-1,False,1146914457,[],18374403900871474942,0,False
164,base_number_of_spectres_allowed,False,False,False,2,False,Spectre Quantity,False,False,-1,-1,False,-2103232596,[],12,0,False
165,base_number_of_zombies_allowed,False,False,False,2,False,Zombie Quantity,False,False,-1,-1,False,-1247798718,[],12,0,False
166,totem_life_+%,True,False,False,1,False,Totem Life increase,False,False,-1,-1,True,1320174630,[],13,0,False
167,totem_range_+%,True,False,False,1,False,Totem Range increase,False,False,-1,-1,True,-1584494303,[],18374403900871474942,0,False
168,buff_duration_+%,True,False,False,1,False,Buff Duration Increase,False,False,-1,-1,True,-1601108139,[],18374403900871474942,0,False
169,buff_affects_party,True,False,False,4,False,Buff Affects Party,False,False,-1,-1,False,261439218,[],18374403900871474942,0,False
170,buff_party_effect_radius_+%,True,False,False,1,False,Buff Affects Party Radius,False,False,-1,-1,False,-112215984,[],18374403900871474942,0,False
171,do_not_chain,True,False,False,4,False,Projectiles do not Chain,False,False,-1,-1,False,757681231,[],18374403900871474942,0,False
172,number_of_chains,True,False,False,3,False,Additional Chains,True,False,-1,-1,True,860057348,[],18374403900871474942,0,False
173,number_of_additional_projectiles,True,False,False,3,False,Additional Projectiles,True,False,-1,-1,True,-1876694605,[],18374403900871474942,0,False
174,base_number_of_additional_arrows,False,False,False,3,False,Additional Arrows,False,False,-1,-1,False,-1552084208,[],18374403900871474942,0,False
175,base_projectile_speed_+%,False,False,False,1,False,Base Projectile Speed +%,False,False,-1,-1,True,-1247267744,[],6,0,False
176,base_arrow_speed_+%,False,False,False,1,False,Arrow speed increase,False,False,-1,-1,True,719481108,[],6,0,False
177,base_movement_velocity_+%,True,False,False,1,False,Base Movement Velocity +%,False,False,-1,-1,True,-449644146,[],18,0,False
178,movement_velocity_+%_per_frenzy_charge,True,False,False,1,False,Movement Speed increase per Frenzy Charge,False,False,-1,-1,True,1389368142,[],18374403900871474942,0,False
179,max_endurance_charges,False,False,False,2,False,Maximum Endurance Charges,False,False,-1,-1,True,-1413492862,[],16,0,False
180,max_frenzy_charges,False,False,False,2,False,Maximum Frenzy Charges,False,False,-1,-1,True,-676115558,[],16,0,False
181,max_power_charges,False,False,False,2,False,Maximum Power Charges,False,False,-1,-1,True,84542420,[],16,0,False
182,add_endurance_charge_on_critical_strike,True,False,False,4,False,Add Endurance Charge on Critical Strike,False,False,-1,-1,False,62683932,[],18374403900871474942,0,False
183,add_frenzy_charge_on_critical_strike,True,False,False,4,False,,False,False,-1,-1,False,211294352,[],18374403900871474942,0,False
184,add_power_charge_on_critical_strike,True,False,False,4,False,,False,False,-1,-1,False,1279355034,[],18374403900871474942,0,False
185,add_endurance_charge_on_skill_hit_%,True,False,False,1,False,,False,False,-1,-1,False,-326764135,[],18374403900871474942,0,False
186,add_frenzy_charge_on_skill_hit_%,True,False,False,1,False,,False,False,-1,-1,False,-803273743,[],18374403900871474942,0,False
187,add_power_charge_on_skill_hit_%,True,False,False,1,False,,False,False,-1,-1,False,1641523098,[],18374403900871474942,0,False
188,add_endurance_charge_on_enemy_critical_strike,True,False,False,4,False,,False,False,-1,-1,False,-292376177,[],18374403900871474942,0,False
189,add_endurance_charge_on_status_ailment,True,False,False,4,False,,False,False,-1,-1,False,-1283605356,[],18374403900871474942,0,False
190,base_avoid_chill_%,False,False,False,1,False,Chill Avoidance,False,False,-1,-1,False,-808665548,[],11,0,False
191,base_avoid_freeze_%,False,False,False,1,False,Freeze Avoidance,False,False,-1,-1,False,141091880,[],11,0,False
192,base_avoid_ignite_%,False,False,False,1,False,Ignite Avoidance,False,False,-1,-1,False,874270813,[],11,0,False
193,base_avoid_shock_%,False,False,False,1,False,Shock Avoidance,False,False,-1,-1,False,-1092858676,[],11,0,False
194,avoid_stun_%,True,False,False,1,False,Stun Avoidance,False,True,-1,-1,True,1831785693,[],18374403900871474942,0,False
195,always_ignite,True,False,False,4,False,Always Ignite Targets,False,False,-1,-1,False,1700101235,[],18374403900871474942,0,False
196,always_shock,True,False,False,4,False,Always Shock Targets,False,False,-1,-1,False,601204277,[],18374403900871474942,0,False
197,always_stun,True,False,False,4,False,Always Stun Targets,False,False,-1,-1,True,-391711414,[],18374403900871474942,0,False
198,always_freeze,True,False,False,4,False,Always Freeze Targets,False,False,-1,-1,True,128701435,[],18374403900871474942,0,False
199,chill_duration_+%,False,False,False,1,False,Chill Duration Increase,False,False,-1,-1,True,21460690,[],2,0,False
200,shock_duration_+%,False,False,False,1,False,Shock Duration Increase,False,False,-1,-1,True,-1227052219,[],2,0,False
201,freeze_duration_+%,False,False,False,1,False,Freeze Duration Increase,False,False,-1,-1,True,-1350547084,[],2,0,False
202,ignite_duration_+%,False,False,False,1,False,Ignite Duration Increase,False,False,-1,-1,True,1688317111,[],2,0,False
203,stun_duration_+%,True,False,False,1,False,Stun Duration Increase,False,True,-1,-1,True,-1411890284,[],18374403900871474942,0,False
204,base_self_chill_duration_-%,True,False,False,1,False,,False,False,-1,-1,False,1631867717,[],18374403900871474942,0,False
205,base_self_shock_duration_-%,True,False,False,1,False,,False,False,-1,-1,True,150347000,[],18374403900871474942,0,False
206,base_self_freeze_duration_-%,True,False,False,1,False,,False,False,-1,-1,True,-2015042282,[],18374403900871474942,0,False
207,base_self_ignite_duration_-%,True,False,False,1,False,,False,False,-1,-1,True,-910039483,[],18374403900871474942,0,False
208,chance_per_second_of_fire_spreading_between_enemies_%,True,False,False,1,False,,False,False,-1,-1,False,1878136481,[],18374403900871474942,0,False
209,burn_damage_+%,True,False,False,1,False,Burning Damage Increase,False,False,-1,-1,True,-1997310462,[],1,0,False
210,active_skill_level_+,True,False,False,3,False,Active Skill Level,False,False,-1,-1,False,1316576757,[],18374403900871474942,1,False
211,gem_experience_gain_+%,True,False,False,1,False,Gem Experience Gain,True,False,-1,-1,True,-433741010,[],18374403900871474942,0,False
212,skill_area_of_effect_+%,True,False,False,1,False,Skill Area of Effect Radius Increase,True,True,-1,-1,True,425804088,[],18374403900871474942,0,False
213,base_mana_cost_-%,False,False,False,1,False,Mana Cost Reduction,False,False,-1,-1,True,1289380842,[],8,1,False
